time,yaw,projected_gravity_x,projected_gravity_y,projected_gravity_z,ang_vel_x,ang_vel_y,ang_vel_z,lin_acc_x,lin_acc_y,lin_acc_z,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_20,q_21,q_22,dq_0,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,dq_7,dq_8,dq_9,dq_10,dq_11,dq_12,dq_13,dq_14,dq_15,dq_16,dq_17,dq_18,dq_19,dq_20,dq_21,dq_22,mocap_time,mocap_timestamp,robot_x,robot_y,robot_yaw,ball_x,ball_y
1741522677.9894116,2.422052264213562,0.009918733837904124,-0.030628488671284856,-0.9994816228429444,-0.03992919623851776,0.2621553838253021,-1.1312904357910156,4.645253658294678,-0.367118775844574,11.285679817199707,-0.049019813537597656,0.2744712829589844,0.09479667246341705,-1.2497375011444092,0.005531395319849253,-0.9130617380142212,0.23289081454277039,1.2501189708709717,0.011635004542768002,0.9554055333137512,-0.13828489184379578,-0.5380712747573853,0.0009536888683214784,0.1363775134086609,0.7825970649719238,-0.3377601206302643,0.045948054641485214,-0.6513695120811462,0.037193864583969116,0.1024261862039566,1.3792248964309692,-0.3667859137058258,-0.0058235409669578075,-0.47795233130455017,0.08175773173570633,-3.5719738006591797,0.4629313349723816,-0.002539972309023142,-0.027585472911596298,3.1984407901763916,0.3947265148162842,-0.0034505294170230627,-0.17186862230300903,-0.15017928183078766,1.17647123336792,-0.004619750194251537,-0.3980538249015808,0.1864912062883377,-0.5057907104492188,-0.3972506523132324,-5.526615142822266,1.3781185150146484,-0.6020927429199219,6.991184234619141,-0.6024760603904724,0.007552057038992643,1741522677.9722402,1741522676793,-3.10306884765625,0.3014964904785156,-1.2878273803467675,-1.013377197265625,0.8777640991210938
1741522677.991365,2.4047640562057495,0.02444604493883508,-0.013796178885215206,-0.9996059505300154,-0.3924650251865387,0.1872185915708542,0.21907471120357513,2.3827476501464844,0.6690170764923096,6.720580577850342,-0.11768531799316406,0.3034639358520508,-0.1035706102848053,-1.2417265176773071,0.005149920005351305,-0.9332799315452576,0.39768826961517334,1.2672853469848633,0.01201647985726595,0.9328984618186951,-0.13179980218410492,-0.41447317600250244,0.0032425422687083483,0.08983749151229858,0.761997401714325,-0.44009652733802795,0.016921989619731903,-0.8745326995849609,0.0715266615152359,-0.013923857361078262,1.3418402671813965,-0.4540887475013733,0.009032048285007477,-0.6084213256835938,0.19758160412311554,-2.4204788208007812,0.034099943935871124,-0.018919216468930244,-0.8227282762527466,3.2439491748809814,0.5188982486724854,-0.02906833589076996,-0.5360321998596191,0.3208552598953247,2.048999071121216,-0.0028788915369659662,-0.9046851992607117,-0.6510412693023682,-1.8068158626556396,-0.03260578215122223,-1.7875657081604004,-0.02307739295065403,-1.7231690883636475,-4.516560077667236,-0.04880703240633011,0.02882787585258484,1741522677.9722402,1741522676793,-3.10306884765625,0.3014964904785156,-1.2878273803467675,-1.013377197265625,0.8777640991210938
1741522677.9937232,2.4031574726104736,0.030967028244785987,0.004906590024526037,-0.9995083634147429,-0.16807296872138977,0.17410217225551605,-0.13065165281295776,3.0674543380737305,3.3377685546875,6.704812526702881,-0.16536998748779297,0.3278779983520508,-0.12684062123298645,-1.235241413116455,0.005149920005351305,-0.969520092010498,0.4728389382362366,1.2630890607833862,0.011635004542768002,0.9164950251579285,-0.061226826161146164,-0.32978561520576477,-0.010109102353453636,0.04291599988937378,0.7295719981193542,-0.49159157276153564,0.011729137040674686,-0.8733882904052734,0.028038453310728073,-0.08373387902975082,1.0137712955474854,-0.3609837293624878,0.0055731977336108685,-0.5360344052314758,0.16752851009368896,0.665180504322052,0.13055400550365448,0.009970554150640965,-0.4761591851711273,0.7624905109405518,-0.31695157289505005,-0.008156616240739822,-0.24018049240112305,1.5456162691116333,1.789370059967041,-0.5711624622344971,-0.9765285849571228,-0.4578346610069275,-0.38247424364089966,0.0721840113401413,1.0982260704040527,-1.309306025505066,-1.4462131261825562,-6.9241156578063965,2.2010104656219482,-0.32852739095687866,1741522677.9722402,1741522676793,-3.10306884765625,0.3014964904785156,-1.2878273803467675,-1.013377197265625,0.8777640991210938
1741522678.00496,1.4492211639881134,-0.044169799430460885,-0.008320228267345955,-0.998989390644291,-0.005405225325375795,-0.5221717357635498,-0.14295116066932678,0.9611608982086182,-0.49900031089782715,5.871507167816162,-0.9939346313476562,0.3244447708129883,0.20885786414146423,-1.3363324403762817,0.005149920005351305,-0.5495155453681946,0.19321736693382263,1.3710466623306274,0.01125352829694748,0.5388342142105103,0.1672770231962204,-0.6025406122207642,0.1180666834115982,-0.015449759550392628,0.6651026010513306,-0.19834856688976288,-0.039179928600788116,-0.6589990258216858,-0.05283436179161072,-0.16422522068023682,1.0687037706375122,-0.3961588144302368,-0.0030257294420152903,-0.1267661601305008,-0.23254403471946716,-0.05200407654047012,0.04833687096834183,0.0029420689679682255,0.006299356464296579,0.22887179255485535,0.2126186639070511,0.007813427597284317,-0.030489986762404442,0.1604469269514084,-0.016281364485621452,0.6956562995910645,0.3421168029308319,0.8338686227798462,-0.8065060377120972,-0.7165930867195129,3.092644453048706,-0.36793437600135803,1.2249319553375244,-2.7069804668426514,-0.5171210169792175,0.22259008884429932,1741522677.9722402,1741522676793,-3.10306884765625,0.3014964904785156,-1.2878273803467675,-1.013377197265625,0.8777640991210938
1741522678.0249805,1.4420650899410248,-0.05014859955577186,-0.008897259816088056,-0.9987021361398802,0.03834490105509758,-0.2924194931983948,-0.35908472537994385,0.24644117057323456,-0.8100179433822632,5.617785930633545,-0.9916458129882812,0.3099489212036133,0.20962081849575043,-1.3344250917434692,0.005149920005351305,-0.5495155453681946,0.1974135935306549,1.3725725412368774,0.01125352829694748,0.5399786233901978,0.1840619444847107,-0.6204699873924255,0.12722209095954895,-0.01735713705420494,0.700579822063446,-0.2180335968732834,-0.053229231387376785,-0.5987258553504944,-0.0551232174038887,-0.14362554252147675,0.9863049983978271,-0.4138629734516144,0.00223502516746521,0.039759308099746704,-0.41919147968292236,0.04511617496609688,0.1308351755142212,-0.002885641995817423,-0.008834545500576496,0.22512118518352509,0.045954931527376175,0.006267539691179991,0.08210404962301254,0.8777440190315247,-1.063157320022583,0.3863482177257538,-0.20864461362361908,1.9250022172927856,-1.0673317909240723,-0.6923694610595703,2.9207353591918945,-0.1089688092470169,0.9430981278419495,-4.357733249664307,-0.9322457909584045,0.1465822458267212,1741522678.0722442,1741522676873,-3.0991533203125,0.2805898132324219,-1.3588163905922077,-0.8965004882812501,0.8543650512695312
1741522678.0450714,1.4315618574619293,-0.05389911092063607,-0.011534171523844939,-0.9984797688131811,0.11932589113712311,-0.14604496955871582,-0.5717259645462036,-15.630267143249512,0.31164872646331787,9.590272903442383,-0.9897384643554688,0.3004121780395508,0.21152819693088531,-1.3328990936279297,0.005149920005351305,-0.5495155453681946,0.1966506391763687,1.370665192604065,0.01125352829694748,0.5403600931167603,0.2134355753660202,-0.6521324515342712,0.11501488089561462,-0.019645990803837776,0.7539864182472229,-0.2431013137102127,-0.05846859887242317,-0.5449378490447998,-0.05397878959774971,-0.14095520973205566,0.8733882904052734,-0.4345974028110504,-0.001861001132056117,0.041043709963560104,-0.24104395508766174,0.07899413257837296,0.07348234206438065,-0.004717335104942322,0.0029323245398700237,-0.07774258404970169,-0.1463976800441742,0.0076879882253706455,0.023738564923405647,1.542885184288025,-1.5950347185134888,-0.9495245218276978,0.012123526073992252,2.7784528732299805,-1.273061990737915,-0.12038225680589676,3.032426595687866,-0.0014628294156864285,0.08633381128311157,-5.706841945648193,-0.9101012945175171,-0.10129110515117645,1741522678.0722442,1741522676873,-3.0991533203125,0.2805898132324219,-1.3588163905922077,-0.8965004882812501,0.8543650512695312
1741522678.0650399,1.4065443575382233,-0.047843052148409025,-0.011417289427610314,-0.9987896114113577,-0.17760759592056274,0.059886373579502106,-1.414473295211792,11.023202896118164,0.5560142993927002,10.152709007263184,-0.9943161010742188,0.2904939651489258,0.21229113638401031,-1.3328990936279297,0.00476844422519207,-0.5491340756416321,0.19359883666038513,1.3653244972229004,0.01125352829694748,0.5365453362464905,0.23861294984817505,-0.6883726119995117,0.1203555315732956,-0.04406042397022247,0.8180742859840393,-0.26699885725975037,-0.05541065335273743,-0.5308232307434082,-0.05436026677489281,-0.16880293190479279,0.8588922023773193,-0.4002457857131958,-0.0020515143405646086,-0.1387028843164444,-0.222395122051239,0.03442469239234924,-0.004218467976897955,0.009982887655496597,0.030563559383153915,-0.23355457186698914,-0.3471549451351166,0.030013373121619225,-0.4502779245376587,1.2415032386779785,-1.7966723442077637,0.5501583218574524,-1.8219295740127563,3.03584361076355,-1.2440060377120972,0.3723834753036499,-0.4369462728500366,0.4204854965209961,-1.42213773727417,0.5271492004394531,1.8618217706680298,-0.7962275743484497,1741522678.0722442,1741522676873,-3.0991533203125,0.2805898132324219,-1.3588163905922077,-0.8965004882812501,0.8543650512695312
1741522678.085058,1.372091419994831,-0.05968146823701531,-0.00036843774849549654,-0.9982174044779522,-0.6903240084648132,-0.41388532519340515,-1.7247141599655151,-10.261686325073242,1.071112036705017,8.329550743103027,-0.9813461303710938,0.3152894973754883,0.2130540907382965,-1.3340435028076172,0.005531395319849253,-0.5449378490447998,0.18787670135498047,1.3672319650650024,0.011635004542768002,0.5315861701965332,0.2794308364391327,-0.7063019871711731,0.09479667246341705,-0.07648584991693497,0.8566033244132996,-0.30462297797203064,-0.013524038717150688,-0.5518043637275696,-0.04787518084049225,-0.15735866129398346,0.8508812189102173,-0.37141555547714233,-0.01912243664264679,0.37494438886642456,0.7491006255149841,0.04187537357211113,-0.08283241093158722,-0.009040559642016888,0.10179892182350159,-0.4296676218509674,0.19754120707511902,-0.021731507033109665,-0.17278577387332916,2.0194854736328125,-0.7395461201667786,-1.3392144441604614,-1.5140010118484497,1.6844619512557983,-1.9606884717941284,2.3969855308532715,-0.1387900710105896,0.27632346749305725,0.8862364888191223,-0.7382093071937561,1.456052541732788,-0.08469409495592117,1741522678.0723226,1741522677013,-3.2446738281250003,0.26564697265625,-1.1750206674351649,-0.6949539184570312,0.8103074340820313
1741522678.105109,1.3470641747117043,-0.05945828081948106,-0.00542819188626854,-0.9982160325174294,0.35813188552856445,-0.03896284103393555,-1.1847341060638428,0.8532963991165161,4.730337619781494,12.359657287597656,-1.0030899047851562,0.2973604202270508,0.2161058932542801,-1.3454878330230713,0.005912871100008488,-0.5449378490447998,0.17986571788787842,1.370665192604065,0.01125352829694748,0.536926805973053,0.28362706303596497,-0.7303349375724792,0.06466010212898254,-0.10852979123592377,0.8794918656349182,-0.3468582332134247,0.01928051747381687,-0.5395971536636353,-0.03032730519771576,-0.14324407279491425,0.8199816942214966,-0.3405512869358063,-0.014864416792988777,-0.5458921790122986,-0.467984676361084,0.13378313183784485,-1.05108642578125,0.03569917753338814,0.08573804795742035,-0.4861201345920563,0.05765874311327934,-0.0013840212486684322,0.31507426500320435,-0.40183278918266296,-1.3700950145721436,-1.4579861164093018,-1.5896114110946655,1.0614793300628662,-2.0318117141723633,1.1208304166793823,0.33811840415000916,0.8519155979156494,0.5266699194908142,-1.5238592624664307,1.5664225816726685,-0.07605496793985367,1741522678.0723226,1741522677013,-3.2446738281250003,0.26564697265625,-1.1750206674351649,-0.6949539184570312,0.8103074340820313
1741522678.1251402,1.3401083946228027,-0.05585072478546632,-0.018585287490018455,-0.9982661386773827,0.5919651389122009,0.2285761535167694,-0.2632637321949005,5.0219407081604,1.7468335628509521,9.073006629943848,-0.9958419799804688,0.2756156921386719,0.2141985148191452,-1.3657060861587524,0.005149920005351305,-0.543411910533905,0.17643244564533234,1.364943027496338,0.010490577667951584,0.54264897108078,0.2641718089580536,-0.734149694442749,0.045204851776361465,-0.12378881871700287,0.9004730582237244,-0.38165903091430664,-0.00440190127119422,-0.5457007884979248,-0.02536812424659729,-0.12188144028186798,0.8077744841575623,-0.3091278374195099,-0.03169769421219826,0.14717385172843933,-0.6039782762527466,-0.1467507779598236,-1.1385935544967651,-0.030146487057209015,0.015030767768621445,-0.11634080857038498,-0.46858441829681396,-0.07180692255496979,0.3554609715938568,-1.0802141427993774,0.12124692648649216,-0.9911010265350342,-0.33905598521232605,1.2072947025299072,-1.7418148517608643,-1.3402396440505981,-0.22842970490455627,0.029072025790810585,1.4693275690078735,-0.6225569844245911,1.5091578960418701,-0.5615102052688599,1741522678.0723226,1741522677013,-3.2446738281250003,0.26564697265625,-1.1750206674351649,-0.6949539184570312,0.8103074340820313
